time_s,u_i_V,u_L_V
0.0,0.0,0.0
1.041666666666667e-06,0.002776800051376153,0.0006128167955902901
1.108845612812255e-06,0.002955880599561066,0.0006547519926976634
1.243203505103433e-06,0.003314041550866815,0.0007431932637322159
1.511919289685787e-06,0.004030362792818537,0.0009447357526937307
2.049350858850496e-06,0.005463001990855912,0.00142386193110976
3.124213997179914e-06,0.008328262097667362,0.002568351981226091
5.273940273838751e-06,0.014058667988234,0.005160030720375794
9.573392827156425e-06,0.02551869315927365,0.0105694029666281
1.817229793379177e-05,0.04843296280623994,0.02134050050251018
3.537010814706247e-05,0.09421731391521089,0.04258685658854329
6.976572857360385e-05,0.1854410068912611,0.08388155446861353
0.0001385569694266866,0.3651706736031806,0.1612292937382214
0.0002427236360933533,0.6246969818488587,0.2633236336294423
0.00034689030276002,0.8602165354161885,0.3447727456875043
0.0004510569694266867,1.062678449942465,0.4034545545168606
0.0005552236360933533,1.224302227594393,0.4380351670495651
0.00065939030276002,1.338876757236468,0.4480083969632096
0.0007635569694266867,1.401999003948682,0.4337438790962667
0.0008677236360933534,1.411243215189247,0.396461269733854
0.0009718903027600201,1.366254141104402,0.3382087040601262
0.001076056969426687,1.268760686581065,0.2617727853015204
0.001180223636093353,1.122509470401607,0.1705939332870968
0.00128439030276002,0.9331208447851799,0.06862326943144847
0.001388556969426687,0.707872908403856,-0.03980930273822798
0.001492723636093353,0.4554218131322731,-0.150171920533784
0.00159689030276002,0.1854691129855117,-0.2578871949074484
0.001701056969426687,-0.09161106116100559,-0.3585180223598192
0.001805223636093353,-0.365170673603181,-0.4479222978136838
0.00190939030276002,-0.6246969818488586,-0.5224214501964107
0.002013556969426687,-0.8602165354161888,-0.5789276917364125
0.002117723636093353,-1.062678449942465,-0.6150714769945422
0.00222189030276002,-1.224302227594393,-0.6292799310183939
0.002326056969426686,-1.338876757236468,-0.620845532154924
0.002430223636093352,-1.401999003948681,-0.5899419788172423
0.002534390302760019,-1.411243215189247,-0.5376252030891857
0.002638556969426685,-1.366254141104403,-0.4657826269327799
0.002742723636093352,-1.268760686581067,-0.3770677850059612
0.002846890302760018,-1.122509470401611,-0.2747892125092585
0.002951056969426685,-0.9331208447851833,-0.1627899426145916
0.003055223636093351,-0.7078729084038612,-0.04529159474060704
0.003159390302760018,-0.4554218131322793,0.07326170655006892
0.003263556969426684,-0.1854691129855193,0.1883815306415016
0.003367723636093351,0.0916110611609985,0.2957019391195347
0.003471890302760017,0.3651706736031742,0.3911539555326309
0.003576056969426684,0.6246969818488506,0.4711166815463693
0.00368022363609335,0.8602165354161815,0.5325624874680938
0.003784390302760017,1.06267844994246,0.5731685205469524
0.003888556969426683,1.224302227594389,0.5914114323183773
0.00399272363609335,1.338876757236465,0.5866214621689597
0.004096890302760016,1.40199900394868,0.5590131170852832
0.004201056969426683,1.411243215189247,0.5096728283677634
0.004305223636093349,1.366254141104405,0.4405216746748182
0.004409390302760016,1.268760686581069,0.3542377889655147
0.004513556969426682,1.122509470401614,0.2541574930952278
0.004617723636093349,0.9331208447851891,0.1441436264788332
0.004721890302760015,0.7078729084038677,0.02844077461819042
0.004826056969426682,0.4554218131322866,-0.08849102050862878
0.004930223636093348,0.185469112985527,-0.2021443233112864
0.005034390302760015,-0.09161106116098958,-0.3081404312879271
0.005138556969426681,-0.3651706736031667,-0.4023946200498747
0.005242723636093348,-0.6246969818488448,-0.481275781801598
0.005346890302760014,-0.8602165354161754,-0.5417432189800444
0.005451056969426681,-1.062678449942454,-0.5814659368506332
0.005555223636093347,-1.224302227594384,-0.5989097261533333
0.005659390302760013,-1.338876757236463,-0.5933983555667437
0.00576355696942668,-1.401999003948679,-0.565137290443785
0.005867723636093346,-1.411243215189248,-0.5152078405842937
0.005971890302760013,-1.366254141104407,-0.4455235438902869
0.006076056969426679,-1.268760686581073,-0.3587584993726954
0.006180223636093346,-1.122509470401621,-0.2582427277205885
0.006284390302760012,-0.933120844785195,-0.1478359095177064
0.006388556969426679,-0.7078729084038745,-0.03177735407206271
0.006492723636093345,-0.4554218131322939,0.08547535269997125
0.006596890302760012,-0.1854691129855346,0.1994192028230694
0.006701056969426678,0.09161106116098189,0.3056773867957526
0.006805223636093345,0.3651706736031592,0.4001689043423979
0.006909390302760011,0.6246969818488379,0.4792640907495964
0.007013556969426678,0.8602165354161695,0.5399253884755817
0.007117723636093344,1.062678449942447,0.579822887480729
0.007221890302760011,1.22430222759438,0.5974250328005615
0.007326056969426677,1.338876757236459,0.5920563933784481
0.007430223636093343,1.401999003948678,0.5639246842415375
0.00753439030276001,1.411243215189248,0.5141117906982806
0.007638556969426676,1.366254141104409,0.4445331626422592
0.007742723636093343,1.268760686581077,0.3578632979096864
0.00784689030276001,1.122509470401624,0.2574338468059498
0.007951056969426678,0.9331208447851969,0.1471047507130466
0.008055223636093345,0.7078729084038767,0.03111671193170001
0.008159390302760012,0.455421813132294,-0.08607252983162121
0.00826355696942668,0.1854691129855323,-0.1999587723365851
0.008367723636093347,-0.09161106116098672,-0.3061651344699005
0.008471890302760014,-0.3651706736031664,-0.4006095889854674
0.008576056969426682,-0.6246969818488445,-0.479662461916855
0.008680223636093349,-0.8602165354161792,-0.5402853099340325
0.008784390302760016,-1.062678449942457,-0.5801482603352922
0.008888556969426684,-1.224302227594389,-0.5977189918223113
0.008992723636093351,-1.338876757236465,-0.5923221447716062
0.009096890302760018,-1.401999003948681,-0.5641647692194909
0.009201056969426686,-1.411243215189247,-0.5143288461458656
0.009305223636093353,-1.366254141104403,-0.4447292466709301
0.00940939030276002,-1.268760686581064,-0.358040580808189
0.009513556969426688,-1.122509470401607,-0.2575939936496023
0.009617723636093355,-0.9331208447851762,-0.1472495492349209
0.009721890302760022,-0.707872908403853,-0.03124750759644784
0.00982605696942669,-0.4554218131322657,0.08595426307780911
0.009930223636093357,-0.1854691129855051,0.1998519487932364
0.01003439030276002,0.09161106116101662,0.3060685376933059
0.01013855696942669,0.3651706736031904,0.4005223442725215
0.01024272363609336,0.6246969818488713,0.4795835642489325
0.01034689030276003,0.860216535416203,0.5402140558779303
0.01045105696942669,1.062678449942477,0.5800838185660118
0.01055522363609336,1.224302227594404,0.5976607978228807
0.01065939030276003,1.338876757236475,0.5922695100043764
0.0107635569694267,1.401999003948685,0.5641172417443235
0.01086772363609336,1.411243215189245,0.5142858548884527
0.01097189030276003,1.366254141104395,0.4446904308331804
0.0110760569694267,1.268760686581053,0.3580054660216078
0.01118022363609337,1.122509470401589,0.2575622928223126
0.01128439030276003,0.9331208447851576,0.1472208676829259
0.0113885569694267,0.7078729084038271,0.03122161775811208
0.01149272363609337,0.4554218131322373,-0.08597769016581794
0.01159689030276003,0.1854691129854753,-0.1998730926814636
0.0117010569694267,-0.09161106116104653,-0.3060876730856342
0.01180522363609337,-0.3651706736032194,-0.4005396120628707
0.01190939030276004,-0.6246969818488982,-0.4795991942939504
0.0120135569694267,-0.8602165354162228,-0.5402281580060829
0.01211772363609337,-1.062678449942496,-0.5800965855209103
0.01222189030276004,-1.224302227594416,-0.5976723145228973
0.01232605696942671,-1.338876757236485,-0.5922799384396352
0.01243022363609337,-1.401999003948688,-0.5641266469096862
0.01253439030276004,-1.411243215189243,-0.5142943732536288
0.01263855696942671,-1.366254141104387,-0.4446981115051097
0.01274272363609338,-1.26876068658104,-0.3580124242591663
0.01284689030276004,-1.122509470401571,-0.2575685651066731
0.01295105696942671,-0.9331208447851349,-0.1472265516143099
0.01305522363609338,-0.707872908403801,-0.0312267398253793
0.01315939030276004,-0.4554218131322136,0.08597304709034832
0.01326355696942671,-0.1854691129854456,0.1998689099785916
0.01336772363609338,0.09161106116107644,0.3060838801903547
0.01347189030276005,0.3651706736032483,0.4005361965176623
0.01357605696942671,0.6246969818489206,0.4795960958395653
0.01368022363609338,0.8602165354162465,0.5402253689751504
0.01378439030276005,1.062678449942513,0.5800940543028186
0.01388855696942672,1.224302227594432,0.597670037141571
0.01399272363609338,1.338876757236494,0.5922778705592551
0.01409689030276005,1.401999003948692,0.5641247873674842
0.01420105696942672,1.411243215189242,0.5142926838478811
0.01430522363609339,1.366254141104379,0.4446965931870361
0.01440939030276005,1.268760686581026,0.3580110440125187
0.01451355696942672,1.122509470401555,0.2575673254416881
0.01461772363609339,0.9331208447851163,0.147225423909963
0.01472189030276005,0.7078729084037795,0.03122572771242547
0.01482605696942672,0.4554218131321853,-0.08597396849724087
0.01493022363609339,0.1854691129854159,-0.1998697362728257
0.01503439030276006,-0.09161106116110135,-0.3060846330731063
0.01513855696942672,-0.3651706736032725,-0.4005368710757083
0.01524272363609339,-0.6246969818489521,-0.4795967110521395
0.01534689030276006,-0.8602165354162704,-0.5402259196310831
0.01545105696942673,-1.062678449942532,-0.5800945570475744
0.01555522363609339,-1.224302227594444,-0.5976704866262833
0.01565939030276006,-1.338876757236501,-0.5922782814224233
0.01576355696942672,-1.401999003948695,-0.5641251542441006
0.01586772363609339,-1.411243215189241,-0.5142930196452881
0.01597189030276006,-1.366254141104378,-0.4446968926148697
0.01607605696942672,-1.268760686581022,-0.3580113184803342
0.01618022363609339,-1.122509470401555,-0.2575675698001836
0.01628439030276005,-0.9331208447851164,-0.1472256482689082
0.01638855696942672,-0.7078729084037884,-0.03122592711074907
0.01649272363609338,-0.4554218131321998,0.085973785081099
0.01659689030276005,-0.185469112985436,0.1998695735796112
0.01670105696942671,0.0916110611610761,0.3060844831119562
0.01680522363609338,0.3651706736032481,0.4005367383467138
0.01690939030276005,0.6246969818489203,0.4795965884290298
0.01701355696942671,0.8602165354162383,0.5402258113620007
0.01711772363609338,1.062678449942506,0.5800944567652871
0.01722189030276004,1.224302227594424,0.5976703983226715
0.01732605696942671,1.338876757236484,0.5922781993983942
0.01743022363609337,1.401999003948689,0.5641250822362036
0.01753439030276004,1.411243215189244,0.5142929525440897
0.01763855696942671,1.36625414110439,0.4446968339063981
0.01774272363609337,1.268760686581044,0.3580112635768478
0.01784689030276004,1.122509470401586,0.2575675219448199
0.0179510569694267,0.9331208447851542,0.1472256033365585
0.01805522363609337,0.7078729084038189,0.03122588811126803
0.01815939030276003,0.4554218131322427,-0.08597382186162358
0.0182635569694267,0.185469112985481,-0.199869605353676
0.01836772363609336,-0.09161106116103582,-0.306084513227279
0.01847189030276003,-0.3651706736031993,-0.4005367642263952
0.0185760569694267,-0.6246969818488751,-0.4795966130939559
0.01868022363609336,-0.8602165354162102,-0.5402258324337963
0.01878439030276003,-1.062678449942476,-0.580094476972612
0.01888855696942669,-1.224302227594401,-0.5976704154734012
0.01899272363609336,-1.33887675723647,-0.5922782159594995
0.01909689030276002,-1.401999003948682,-0.5641250961896759
0.01920105696942669,-1.411243215189247,-0.5142929661221533
0.01930522363609335,-1.366254141104402,-0.4446968452533159
0.01940939030276002,-1.268760686581064,-0.3580112747139548
0.01951355696942669,-1.122509470401608,-0.2575675311672094
0.01961772363609335,-0.9331208447851883,-0.1472256124758557
0.01972189030276002,-0.707872908403867,-0.03122589560244732
0.01982605696942668,-0.4554218131322856,0.08597381435783004
0.01993022363609335,-0.185469112985526,0.1998695992728385
0.02003439030276001,0.09161106116099052,0.3060845070627425
0.02013855696942668,0.3651706736031555,0.4005367592941338
0.02024272363609335,0.6246969818488344,0.4795966080264163
0.02034689030276001,0.8602165354161663,0.5402258284366122
0.02045105696942668,1.062678449942446,0.580094472803923
0.02055522363609334,1.224302227594378,0.5976704122371937
0.02065939030276001,1.338876757236458,0.5922782125275717
0.02076355696942667,1.401999003948676,0.5641250935724824
0.02086772363609334,1.411243215189249,0.514292963294364
0.02097189030276,1.366254141104413,0.4446968431394107
0.02107605696942667,1.268760686581085,0.3580112723817805
0.02118022363609334,1.122509470401635,0.2575675294622718
0.02128439030276,0.9331208447852148,0.1472256105504636
0.02138855696942667,0.7078729084039063,0.0312258942296318
0.02149272363609333,0.4554218131323287,-0.08597381594916821
0.02159689030276,0.185469112985571,-0.1998696003761333
0.02170105696942666,-0.09161106116094522,-0.3060845083795919
0.02180522363609333,-0.3651706736031213,-0.400536760178889
0.02190939030275999,-0.6246969818487936,-0.479596609117572
0.02201355696942666,-0.8602165354161302,-0.5402258291443114
0.02211772363609333,-1.062678449942416,-0.5800944737093677
0.02222189030275999,-1.224302227594356,-0.5976704128016067
0.02232605696942666,-1.338876757236444,-0.5922782132800867
0.02243022363609332,-1.401999003948671,-0.5641250940210664
0.02253439030275999,-1.411243215189252,-0.5142929639208307
0.02263855696942665,-1.366254141104425,-0.4446968434944869
