time_s,u_input_V,u_open_secondary_V,L_model_H
0.005284445677297875,-0.7224439689950929,-0.427972238297334,0.1
0.005388612343964542,-0.9457456077869982,-0.4704975902406049,0.1
0.005492779010631208,-1.132702773251893,-0.4949944145109626,0.1
0.005596945677297875,-1.276130806367754,-0.5005161207152573,0.1
0.005701112343964541,-1.370517848257303,-0.486845835583851,0.1
0.005805279010631208,-1.412236657833588,-0.4545046863999978,0.1
0.005909445677297874,-1.39968400464077,-0.4047317285201004,0.1
0.006013612343964541,-1.333342280101441,-0.3394362878606205,0.1
0.006117779010631207,-1.215760959484778,-0.2611245493531881,0.1
0.006221945677297874,-1.051458627001717,-0.1728032121279298,0.1
0.00632611234396454,-0.846749329147772,-0.07786391353691695,0.1
0.006430279010631207,-0.6094999294371727,0.02004713679052058,0.1
0.006534445677297873,-0.3488277892497988,0.1171693032672277,0.1
0.006638612343964539,-0.07475039274643808,0.2097720655642366,0.1
0.006742779010631206,0.2021996194296675,0.2942984003264884,0.1
0.006846945677297872,0.4713792136259464,0.3675014935254972,0.1
0.006951112343964539,0.7224439689950862,0.4265695298654926,0.1
0.007055279010631205,0.9457456077869926,0.4692337638316899,0.1
0.007159445677297872,1.13270277325189,0.4938557194296645,0.1
0.007263612343964538,1.27613080636775,0.4994901677211899,0.1
0.007367779010631205,1.3705178482573,0.4859214620941495,0.1
0.007471945677297871,1.412236657833587,0.4536718350379664,0.1
0.007576112343964538,1.399684004640771,0.4039813376889683,0.1
0.007680279010631204,1.333342280101444,0.3387601931513612,0.1
0.007784445677297871,1.215760959484782,0.2605153947141595,0.1
0.007888612343964537,1.051458627001722,0.1722543698293779,0.1
0.007992779010631204,0.8467493291477782,0.07736941206001244,0.1
0.008096945677297872,0.609499929437175,-0.02049267772517651,0.1
0.008201112343964539,0.3488277892498015,-0.1175707312380528,0.1
0.008305279010631206,0.07475039274643824,-0.2101337481914236,0.1
0.008409445677297874,-0.2021996194296723,-0.2946242727925701,0.1
0.008513612343964541,-0.471379213625951,-0.3677951013909858,0.1
0.008617779010631208,-0.7224439689950948,-0.4268340676452867,0.1
0.008721945677297876,-0.9457456077869981,-0.4694721097521093,0.1
0.008826112343964543,-1.132702773251897,-0.4940704667440952,0.1
0.00893027901063121,-1.276130806367756,-0.4996836529252924,0.1
0.009034445677297878,-1.370517848257305,-0.4860957903473433,0.1
0.009138612343964545,-1.412236657833588,-0.4538289030680812,0.1
0.009242779010631213,-1.399684004640768,-0.4041228544289642,0.1
0.00934694567729788,-1.333342280101436,-0.3388876983329506,0.1
0.009451112343964547,-1.215760959484769,-0.2606302756203365,0.1
0.009555279010631215,-1.051458627001702,-0.1723578763884129,0.1
0.009659445677297882,-0.8467493291477542,-0.07746267044487962,0.1
0.00976361234396455,-0.609499929437148,0.02040865284375564,0.1
0.009867779010631217,-0.3488277892497749,0.1174950256518253,0.1
0.009971945677297884,-0.07475039274640581,0.2100655382077938,0.1
0.01007611234396455,0.2021996194296995,0.2945628162726641,0.1
0.01018027901063122,0.4713792136259792,0.3677397296750296,0.1
0.01028444567729789,0.7224439689951163,0.4267841782774432,0.1
0.01038861234396455,0.9457456077870202,0.4694271599256348,0.1
0.01049277901063122,1.132702773251912,0.4940299673954878,0.1
0.01059694567729789,1.276130806367769,0.4996471634131777,0.1
0.01070111234396456,1.370517848257313,0.4860629136582092,0.1
0.01080527901063122,1.41223665783359,0.4537992814966799,0.1
0.01090944567729789,1.399684004640764,0.404096165686411,0.1
0.01101361234396456,1.333342280101426,0.3388636520401547,0.1
0.01111777901063122,1.215760959484754,0.2606086101486039,0.1
0.01122194567729789,1.051458627001686,0.1723383560128953,0.1
0.01132611234396456,0.8467493291477303,0.07744508277980129,0.1
0.01143027901063123,0.6094999294371255,-0.02042449915585161,0.1
0.01153444567729789,0.3488277892497458,-0.1175093030221353,0.1
0.01163861234396456,0.0747503927463809,-0.2100784019770785,0.1
0.01174277901063123,-0.2021996194297292,-0.2945744064014298,0.1
0.0118469456772979,-0.4713792136260028,-0.3677501722662891,0.1
0.01195111234396456,-0.7224439689951421,-0.4267935869487812,0.1
0.01205527901063123,-0.9457456077870425,-0.469435637045349,0.1
0.0121594456772979,-1.13270277325193,-0.4940376051964212,0.1
0.01226361234396457,-1.276130806367782,-0.4996540449961913,0.1
0.01236777901063123,-1.370517848257319,-0.4860691138963717,0.1
0.0124719456772979,-1.412236657833591,-0.4538048678498693,0.1
0.01257611234396457,-1.39968400464076,-0.4041011989353286,0.1
0.01268027901063123,-1.333342280101418,-0.3388681869475874,0.1
0.0127844456772979,-1.215760959484741,-0.2606126960553041,0.1
0.01288861234396457,-1.051458627001666,-0.1723420373743716,0.1
0.01299277901063124,-0.8467493291477102,-0.07744839965004668,0.1
0.0130969456772979,-0.6094999294370984,0.02042151068860873,0.1
0.01320111234396457,-0.3488277892497167,0.1175066104427364,0.1
0.01330527901063124,-0.07475039274635097,0.2100759759897009,0.1
0.01340944567729791,0.2021996194297588,0.2945722206108221,0.1
0.01351361234396457,0.471379213626031,0.3677482028905905,0.1
0.01361777901063124,0.7224439689951634,0.4267918125607753,0.1
0.01372194567729791,0.9457456077870648,0.4694340383393215,0.1
0.01382611234396458,1.132702773251948,0.4940361647781213,0.1
0.01393027901063124,1.276130806367793,0.4996527471935572,0.1
0.01403444567729791,1.370517848257325,0.4860679445890509,0.1
0.01413861234396458,1.412236657833593,0.4538038143155438,0.1
0.01424277901063124,1.399684004640756,0.4041002497113356,0.1
0.01434694567729791,1.333342280101406,0.3388673317061592,0.1
0.01445111234396458,1.215760959484726,0.26061192549125,0.1
0.01455527901063125,1.051458627001649,0.1723413431037778,0.1
0.01465944567729791,0.8467493291476822,0.07744777411912018,0.1
0.01476361234396458,0.6094999294370714,-0.02042207428578466,0.1
0.01486777901063125,0.3488277892496926,-0.1175071182382042,0.1
0.01497194567729792,0.07475039274632606,-0.2100764335083984,0.1
0.01507611234396458,-0.2021996194297835,-0.2945726328306279,0.1
0.01518027901063125,-0.4713792136260592,-0.3677485742965684,0.1
0.01528444567729792,-0.7224439689951893,-0.426792147193868,0.1
0.01538861234396459,-0.9457456077870834,-0.4694343398404393,0.1
0.01549277901063125,-1.132702773251963,-0.4940364364276238,0.1
0.01559694567729792,-1.276130806367808,-0.4996529919470881,0.1
0.01570111234396459,-1.370517848257331,-0.4860681651095364,0.1
0.01580527901063125,-1.412236657833594,-0.4538040130023356,0.1
0.01590944567729792,-1.399684004640753,-0.4041004287261465,0.1
0.01601361234396458,-1.333342280101405,-0.3388674929967507,0.1
0.01611777901063125,-1.215760959484724,-0.2606120708124565,0.1
0.01622194567729791,-1.051458627001649,-0.1723414740367684,0.1
0.01632611234396458,-0.8467493291476903,-0.07744789208843005,0.1
0.01643027901063124,-0.6094999294370806,0.02042196799658235,0.1
0.01653444567729791,-0.3488277892497073,0.1175070224727083,0.1
0.01663861234396458,-0.07475039274634127,0.2100763472246076,0.1
0.01674277901063124,0.2021996194297635,0.2945725550898132,0.1
0.01684694567729791,0.4713792136260306,0.3677485042528301,0.1
0.01695111234396457,0.7224439689951632,0.4267920840851857,0.1
0.01705527901063124,0.9457456077870608,0.4694342829801109,0.1
0.0171594456772979,1.132702773251939,0.4940363851970626,0.1
0.01726361234396457,1.276130806367787,0.4996529457888293,0.1
0.01736777901063124,1.370517848257319,0.4860681235214368,0.1
0.0174719456772979,1.412236657833591,0.4538039755318423,0.1
0.01757611234396457,1.39968400464076,0.4041003949656379,0.1
0.01768027901063123,1.33334228010142,0.3388674625788377,0.1
0.0177844456772979,1.215760959484747,0.260612043406253,0.1
0.01788861234396456,1.051458627001676,0.1723414493440193,0.1
0.01799277901063123,0.8467493291477307,0.07744786984054562,0.1
0.01809694567729789,0.6094999294371262,-0.02042198804173899,0.1
0.01820111234396456,0.3488277892497416,-0.1175070405331609,0.1
0.01830527901063123,0.0747503927463866,-0.2100763634969324,0.1
0.01840944567729789,-0.2021996194297185,-0.2945725697509771,0.1
0.01851361234396456,-0.4713792136259927,-0.3677485174624368,0.1
0.01861777901063122,-0.7224439689951199,-0.4267920959868693,0.1
0.01872194567729789,-0.9457456077870195,-0.4694342937034482,0.1
0.01882611234396455,-1.132702773251912,-0.4940363948586511,0.1
0.01893027901063122,-1.276130806367767,-0.499652954493865,0.1
0.01903444567729788,-1.37051784825731,-0.4860681313645547,0.1
0.01913861234396455,-1.412236657833589,-0.4538039825984536,0.1
0.01924277901063122,-1.399684004640767,-0.4041004013325512,0.1
0.01934694567729788,-1.333342280101435,-0.3388674683154053,0.1
0.01945111234396455,-1.21576095948477,-0.2606120485748075,0.1
0.01955527901063121,-1.051458627001707,-0.1723414540008764,0.1
0.01965944567729788,-0.8467493291477591,-0.0774478740362907,0.1
0.01976361234396454,-0.6094999294371671,0.02042198426137097,0.1
0.01986777901063121,-0.3488277892497954,0.1175070371271246,0.1
0.01997194567729788,-0.07475039274643193,0.2100763604280859,0.1
0.02,-2.078294534416892e-15,0.2337508811937566,0.1
