time_s,u_i_V,u_C_V
0.0,0.0,0.0
1e-11,0.12,1.160541473835445e-08
2e-11,0.24,3.481624309268289e-08
4e-11,0.48,1.044487247885271e-07
8.000000000000001e-11,0.96,3.829786111662163e-07
1.6e-10,1.92,1.497097806494472e-06
3.2e-10,3.84,5.95357173247536e-06
6.400000000000001e-10,7.68,2.377944448602759e-05
1e-09,12.0,5.803848967724158e-05
1.064e-09,12.0,6.546591530762193e-05
1.192e-09,12.0,8.032075737389604e-05
1.448e-09,12.0,0.000110030386339593
1.96e-09,12.0,0.0001694494236042649
2.984e-09,12.0,0.0002882866154721842
5.032e-09,12.0,0.0005259574686060292
9.128e-09,12.0,0.001001285052815384
1.732e-08,12.0,0.001951883735797741
3.370400000000001e-08,12.0,0.003852855182390934
6.647200000000001e-08,12.0,0.007653894577050449
1.32008e-07,12.0,0.01525236080342549
2.630800000000001e-07,12.0,0.03043485444554901
5.252240000000001e-07,12.0,0.06074217788612258
1.049512e-06,12.0,0.1211268985030488
2.098088e-06,12.0,0.2409824344591727
4.195240000000001e-06,12.0,0.4770837594695228
8.389544000000002e-06,12.0,0.935206208255274
1.6778152e-05,12.0,1.797874714086084
2.9778152e-05,12.0,3.004677516907885
4.277815200000001e-05,12.0,4.068728392874221
5.577815200000001e-05,12.0,5.006913375538627
6.877815200000001e-05,12.0,5.834121060413331
8.177815200000002e-05,12.0,6.563478880629619
9.477815200000002e-05,12.0,7.206561433702407
0.000107778152,12.0,7.773574165455904
0.000120778152,12.0,8.273515326095936
0.000133778152,12.0,8.714318768602695
0.000146778152,12.0,9.102979855593516
0.000159778152,12.0,9.445666472743904
0.000172778152,12.0,9.747816910502422
0.000185778152,12.0,10.01422616744052
0.000198778152,12.0,10.24912204483465
0.000211778152,12.0,10.45623224006926
0.000224778152,12.0,10.63884350360433
0.0002377781519999999,12.0,10.79985379830324
0.0002507781519999999,12.0,10.94181828886738
0.0002637781519999999,12.0,11.0669898912101
0.0002767781519999999,12.0,11.17735502527131
0.0002897781519999999,12.0,11.2746651386547
0.0003027781519999999,12.0,11.36046450135411
0.0003157781519999999,12.0,11.43611471265971
0.0003287781519999999,12.0,11.50281630915795
0.0003417781519999999,12.0,11.56162781673513
0.0003547781519999999,12.0,11.6134825489317
0.0003677781519999999,12.0,11.6592034182301
0.0003807781519999998,12.0,11.69951599532484
0.0003937781519999998,12.0,11.73506002361995
0.0004067781519999998,12.0,11.76639957168393
0.0004197781519999998,12.0,11.79403198477735
0.0004327781519999998,12.0,11.81839577750999
0.0004457781519999998,12.0,11.83987759288066
0.0004587781519999998,12.0,11.85881833813669
0.0004717781519999998,12.0,11.87551859482653
0.0004847781519999998,12.0,11.8902433889007
0.0004977781519999998,12.0,11.90322639656062
0.0005107781519999998,12.0,11.91467365260022
0.0005237781519999997,12.0,11.92476682009028
0.0005367781519999997,12.0,11.93366607329383
0.0005497781519999997,12.0,11.94151263956344
0.0005627781519999997,12.0,11.94843104055901
0.0005757781519999997,12.0,11.95453106835345
0.0005887781519999997,12.0,11.95990952778603
0.0006017781519999997,12.0,11.96465177271386
0.0006147781519999997,12.0,11.96883306054126
0.0006277781519999997,12.0,11.97251974652261
0.0006407781519999997,12.0,11.97577033679196
0.0006500000000000001,12.0,11.97783901496875
