time_s,u_i_V,u_C_V
0.0,0.0,0.0
1e-11,0.12,1.199999880000011e-08
2e-11,0.24,3.599999520000056e-08
4e-11,0.48,1.079999808000028e-07
8.000000000000001e-11,0.96,3.959998800000296e-07
1.6e-10,1.92,1.547999102400429e-06
3.2e-10,3.84,6.155992939206734e-06
6.400000000000001e-10,7.68,2.458794374890754e-05
1e-09,12.0,6.001179146938263e-05
1.064e-09,12.0,6.769174814666338e-05
1.192e-09,12.0,8.305165167088654e-05
1.448e-09,12.0,0.0001137713997373782
1.96e-09,12.0,0.000175210659943298
2.984e-09,12.0,0.0002980882366529232
5.032e-09,12.0,0.0005438396153116329
9.128e-09,12.0,0.001035327273973417
1.732e-08,12.0,0.002018242199766522
3.370400000000001e-08,12.0,0.003983830509965224
6.647200000000001e-08,12.0,0.00791404116265089
1.32008e-07,12.0,0.01577060017929835
2.630800000000001e-07,12.0,0.03146828170535684
5.252240000000001e-07,12.0,0.06280199976079791
1.049512e-06,12.0,0.1252236617657169
2.098088e-06,12.0,0.2490902985697286
4.195240000000001e-06,12.0,0.4929674985254497
8.389544000000002e-06,12.0,0.9656936370417756
1.6778152e-05,12.0,1.854057654641945
2.8778152e-05,12.0,3.002654898537171
4.0778152e-05,12.0,4.021222264538316
5.2778152e-05,12.0,4.92448011631943
6.4778152e-05,12.0,5.725482361273856
7.677815199999999e-05,12.0,6.435805105944011
8.877815199999998e-05,12.0,7.065713954232508
0.000100778152,12.0,7.624312366192963
0.000112778152,12.0,8.119673221485842
0.000124778152,12.0,8.55895548885803
0.000136778152,12.0,8.948507687756669
0.000148778152,12.0,9.293959637307346
0.0001607781519999999,12.0,9.60030381861542
0.0001727781519999999,12.0,9.871967526240692
0.0001847781519999999,12.0,10.11287685158051
0.0001967781519999999,12.0,10.32651342285099
0.0002087781519999999,12.0,10.515964721674
0.0002207781519999999,12.0,10.68396870344679
0.0002327781519999999,12.0,10.8329533663489
0.0002447781519999999,12.0,10.96507184083882
0.0002567781519999999,12.0,11.08223350675482
0.0002687781519999999,12.0,11.18613158772501
0.000280778152,12.0,11.27826762168195
0.000292778152,12.0,11.35997316113027
0.000304778152,12.0,11.4324290167802
0.000316778152,12.0,11.49668232265652
0.000328778152,12.0,11.55366166930842
0.0003407781520000001,12.0,11.60419052382566
0.0003527781520000001,12.0,11.64899913060774
0.0003647781520000001,12.0,11.68873506487607
0.0003767781520000001,12.0,11.72397259144894
0.0003887781520000001,12.0,11.75522096403254
0.0004007781520000002,12.0,11.78293178496952
0.0004127781520000002,12.0,11.80750553180857
0.0004247781520000002,12.0,11.82929734501696
0.0004367781520000002,12.0,11.84862216048037
0.0004487781520000003,12.0,11.86575926096501
0.0004607781520000003,12.0,11.88095631231989
0.0004727781520000003,12.0,11.89443294275043
0.0004847781520000003,12.0,11.90638391689143
0.0004967781520000003,12.0,11.91698195055087
0.0005087781520000002,12.0,11.92638020680359
0.0005207781520000002,12.0,11.93471450950823
0.0005327781520000002,12.0,11.9421053062374
0.0005447781520000001,12.0,11.94865940898934
0.0005567781520000001,12.0,11.95447153783783
0.0005687781520000001,12.0,11.95962568982934
0.000580778152,12.0,11.96419635291064
0.000592778152,12.0,11.96824958243069
0.0006000000000000001,12.0,11.9704626292443
